gid, aid, data
7309,115,0
7309,117,0
7309,134,24
7309,138,14
7309,149,5
7309,154,2
7310,30,6
7310,39,52
7310,48,0
7310,57,10
7310,59,2
7310,66,2
7310,107,2
7310,110,1
7310,118,2
7310,127,15
7310,130,0
7310,145,0
7310,159,2
7312,7,0
7312,14,2
7312,22,0
7312,23,0
7312,26,13
7312,30,5
7312,34,0
7312,37,0
7312,41,2
7312,45,3
7312,49,0
7312,63,0
7312,65,0
7312,66,1
7312,70,2
7312,77,6
7312,78,3
7312,84,0
7312,85,2
7312,90,0
7312,93,0
7312,96,3
7312,97,0
7312,102,1
7312,108,1
7312,110,0
7312,117,0
7312,118,1
7312,122,9
7312,124,0
7312,131,3
7312,132,1
7312,133,0
7312,141,3
7312,142,3
7312,144,17
7312,147,0
7312,153,1
7312,154,0
7313,25,74
7313,69,23
7313,151,2
7314,2,0
7314,3,2
7314,9,0
7314,11,1
7314,13,0
7314,15,0
7314,18,0
7314,21,0
7314,22,0
7314,23,0
7314,28,0
7314,30,0
7314,31,4
7314,32,0
7314,33,1
7314,35,0
7314,37,0
7314,38,1
7314,43,0
7314,44,0
7314,53,0
7314,58,0
7314,59,0
7314,62,0
7314,64,0
7314,67,2
7314,75,0
7314,86,0
7314,88,0
7314,89,0
7314,92,0
7314,95,0
7314,97,1
7314,100,0
7314,101,0
7314,109,0
7314,114,0
7314,117,0
7314,119,0
7314,121,1
7314,125,7
7314,129,1
7314,134,0
7314,136,2
7314,138,13
7314,140,0
7314,145,0
7314,146,4
7314,147,0
7314,149,36
7314,157,0
7314,158,2
7314,159,1
7315,23,20
7315,75,3
7315,82,8
7315,83,3
7315,96,18
7315,109,4
7315,118,0
7315,123,5
7315,129,2
7315,131,3
7315,144,26
7315,156,2
7316,31,31
7316,52,2
7316,73,4
7316,85,13
7316,154,45
7316,159,1
7318,84,99
7318,153,0
7319,4,34
7319,9,0
7319,38,6
7319,41,5
7319,47,16
7319,84,29
7319,107,0
7319,153,7
7320,4,9
7320,41,15
7320,47,18
7320,84,55
7322,2,0
7322,23,11
7322,33,9
7322,39,0
7322,57,5
7322,60,1
7322,63,7
7322,65,1
7322,107,10
7322,136,14
7322,143,0
7322,144,0
7322,147,16
7322,148,12
7322,149,3
7322,156,2
7322,159,0
7323,25,5
7323,33,36
7323,51,1
7323,72,11
7323,76,16
7323,104,23
7323,108,0
7323,128,4
7324,2,0
7324,8,0
7324,25,54
7324,70,0
7324,83,4
7324,96,2
7324,113,1
7324,117,0
7324,145,0
7324,151,20
7324,152,12
7324,154,0
7324,157,1
7327,14,3
7327,22,5
7327,25,22
7327,60,10
7327,78,10
7327,81,46
7327,128,0
7330,23,15
7330,57,26
7330,110,13
7330,129,4
7330,140,7
7330,155,32
7331,23,6
7331,33,2
7331,34,0
7331,37,2
7331,39,4
7331,45,0
7331,63,24
7331,77,5
7331,92,1
7331,93,0
7331,115,0
7331,117,7
7331,120,3
7331,127,17
7331,133,3
7331,140,6
7331,144,7
7331,156,6
7333,30,4
7333,39,33
7333,55,0
7333,59,0
7333,64,0
7333,77,3
7333,99,43
7333,102,3
7333,107,1
7333,125,1
7333,140,1
7333,145,1
7333,155,0
7333,157,3
7334,2,23
7334,5,2
7334,11,34
7334,39,7
7334,53,25
7334,125,0
7334,143,5
7334,147,1
7335,0,0
7335,96,10
7335,132,89
7335,134,0
7336,8,57
7336,42,27
7336,93,0
7336,128,1
7336,143,13
7336,154,0
7337,19,10
7337,30,7
7337,36,0
7337,38,8
7337,42,0
7337,51,1
7337,57,3
7337,77,2
7337,89,0
7337,91,0
7337,98,0
7337,102,2
7337,107,4
7337,110,48
7337,117,0
7337,125,0
7337,129,0
7337,147,0
7337,148,1
7337,149,1
7337,159,5
7339,33,4
7339,57,5
7339,60,0
7339,94,0
7339,114,7
7339,118,0
7339,149,81
7340,4,4
7340,11,3
7340,13,0
7340,21,7
7340,25,43
7340,41,17
7340,48,0
7340,56,16
7340,68,0
7340,104,2
7340,107,1
7340,126,0
7340,151,0
7342,3,16
7342,4,6
7342,36,1
7342,52,2
7342,57,1
7342,61,2
7342,67,37
7342,77,5
7342,83,1
7342,100,1
7342,119,4
7342,122,2
7342,127,12
7342,128,4
7342,134,0
7342,143,1
7344,0,1
7344,23,0
7344,26,2
7344,32,0
7344,39,0
7344,45,0
7344,46,0
7344,49,3
7344,52,2
7344,58,0
7344,62,4
7344,65,0
7344,71,0
7344,73,1
7344,74,8
7344,80,0
7344,83,29
7344,84,24
7344,109,6
7344,118,2
7344,122,1
7344,123,3
7344,124,0
7344,127,0
7344,133,1
7344,147,0
7344,152,2
7345,6,0
7345,17,0
7345,20,0
7345,23,1
7345,24,0
7345,37,0
7345,39,1
7345,49,0
7345,51,2
7345,57,44
7345,62,2
7345,65,5
7345,66,0
7345,71,0
7345,72,0
7345,73,0
7345,78,0
7345,86,0
7345,92,2
7345,95,0
7345,97,1
7345,105,0
7345,109,0
7345,118,1
7345,127,4
7345,128,0
7345,130,2
7345,131,0
7345,132,0
7345,137,0
7345,138,3
7345,144,2
7345,147,0
7345,149,15
7345,152,0
7345,153,0
7346,57,13
7346,99,86
7347,11,19
7347,18,0
7347,20,0
7347,30,0
7347,38,8
7347,48,0
7347,56,0
7347,57,46
7347,62,1
7347,63,1
7347,77,1
7347,101,0
7347,105,0
7347,109,0
7347,116,4
7347,117,1
7347,129,8
7347,133,0
7347,139,0
7350,0,0
7350,6,0
7350,12,34
7350,27,1
7350,31,0
7350,39,34
7350,42,2
7350,48,0
7350,54,0
7350,59,4
7350,67,0
7350,71,0
7350,76,1
7350,89,2
7350,90,0
7350,97,0
7350,100,0
7350,101,3
7350,121,0
7350,125,0
7350,139,3
7350,141,0
7350,143,0
7350,144,0
7350,145,1
7350,147,1
7350,149,0
7350,157,1
7353,3,0
7353,5,3
7353,11,0
7353,13,8
7353,15,0
7353,17,2
7353,18,2
7353,20,0
7353,22,0
7353,26,0
7353,30,0
7353,31,2
7353,42,2
7353,44,0
7353,53,1
7353,54,0
7353,58,0
7353,59,0
7353,71,0
7353,73,7
7353,75,1
7353,79,1
7353,84,0
7353,88,2
7353,90,2
7353,94,4
7353,97,0
7353,100,0
7353,101,1
7353,103,3
7353,109,0
7353,112,4
7353,113,6
7353,114,3
7353,115,3
7353,117,0
7353,125,0
7353,132,0
7353,136,0
7353,138,11
7353,141,0
7353,145,1
7353,149,1
7353,154,1
7353,159,9
7354,25,14
7354,41,54
7354,81,25
7354,91,4
7358,22,1
7358,23,0
7358,24,0
7358,39,5
7358,60,0
7358,71,1
7358,112,0
7358,124,4
7358,135,7
7358,151,0
7358,154,77
7358,158,0
7358,159,0
7359,154,100
7364,3,0
7364,16,5
7364,26,2
7364,30,19
7364,32,6
7364,38,1
7364,39,3
7364,42,1
7364,45,1
7364,48,1
7364,51,6
7364,63,3
7364,66,0
7364,77,5
7364,102,11
7364,105,0
7364,118,1
7364,120,0
7364,121,0
7364,122,6
7364,128,1
7364,129,3
7364,131,10
7364,141,0
7364,155,0
7364,156,1
7364,158,2
7366,3,10
7366,25,2
7366,26,1
7366,30,0
7366,38,0
7366,60,0
7366,61,9
7366,72,0
7366,76,1
7366,90,1
7366,92,2
7366,100,0
7366,107,3
7366,115,2
7366,124,0
7366,130,2
7366,133,1
7366,138,59
7366,155,0
7369,0,1
7369,10,13
7369,22,3
7369,25,21
7369,28,2
7369,60,29
7369,61,1
7369,93,7
7369,108,5
7369,120,0
7369,121,4
7369,122,1
7369,128,5
7369,131,0
7370,13,39
7370,37,0
7370,40,25
7370,65,0
7370,90,0
7370,114,21
7370,117,0
7370,125,1
7370,131,0
7370,135,0
7370,138,9
7372,3,1
7372,4,18
7372,10,3
7372,22,1
7372,30,7
7372,60,12
7372,66,2
7372,77,8
7372,85,6
7372,89,0
7372,102,1
7372,111,25
7372,118,0
7372,130,7
7372,143,1
7373,38,2
7373,60,1
7373,79,1
7373,93,5
7373,96,53
7373,122,17
7373,134,5
7373,135,2
7373,147,1
7373,154,7
7375,14,0
7375,16,1
7375,22,50
7375,28,5
7375,35,5
7375,48,0
7375,60,19
7375,79,0
7375,120,1
7375,126,1
7375,137,6
7375,141,0
7375,158,2
7375,159,2
7377,21,23
7377,29,14
7377,30,0
7377,47,36
7377,56,2
7377,70,1
7377,77,7
7377,103,11
7377,108,1
7380,2,6
7380,4,0
7380,7,1
7380,11,0
7380,21,0
7380,28,0
7380,30,6
7380,39,12
7380,41,24
7380,52,6
7380,59,3
7380,66,11
7380,73,0
7380,91,3
7380,93,9
7380,102,7
7380,107,4
7382,20,31
7382,30,1
7382,38,5
7382,39,38
7382,59,11
7382,60,3
7382,121,7
7385,8,2
7385,21,6
7385,22,4
7385,28,4
7385,31,1
7385,32,1
7385,45,1
7385,52,1
7385,61,0
7385,66,0
7385,68,0
7385,74,1
7385,76,1
7385,77,18
7385,87,3
7385,90,0
7385,95,2
7385,96,8
7385,101,11
7385,102,1
7385,104,3
7385,108,2
7385,111,7
7385,123,0
7385,128,2
7385,131,1
7385,138,7
7385,157,1
7386,7,19
7386,30,4
7386,39,20
7386,77,38
7386,96,2
7386,101,1
7386,102,8
7386,127,3
7386,134,0
7386,143,0
7387,1,1
7387,2,27
7387,4,0
7387,11,5
7387,13,0
7387,27,0
7387,28,10
7387,31,1
7387,57,0
7387,66,6
7387,73,2
7387,83,1
7387,89,2
7387,92,4
7387,95,9
7387,108,9
7387,113,0
7387,125,0
7387,146,5
7387,147,9
7387,159,0
7393,1,2
7393,21,31
7393,30,4
7393,39,25
7393,42,12
7393,44,3
7393,51,2
7393,59,1
7393,61,7
7393,88,0
7393,107,2
7393,110,1
7393,119,0
7393,129,1
7393,143,0
7393,145,0
7394,9,0
7394,20,0
7394,24,0
7394,52,0
7394,60,0
7394,73,0
7394,96,0
7394,97,0
7394,113,0
7394,131,0
7394,138,95
7394,146,0
7394,156,0
7395,3,0
7395,6,1
7395,9,19
7395,13,1
7395,16,0
7395,20,0
7395,27,0
7395,40,0
7395,43,0
7395,48,0
7395,50,8
7395,55,5
7395,57,3
7395,63,2
7395,73,0
7395,90,0
7395,91,1
7395,93,0
7395,103,2
7395,104,0
7395,105,0
7395,110,0
7395,111,0
7395,112,1
7395,117,0
7395,127,1
7395,138,5
7395,144,1
7395,148,2
7395,153,0
7395,157,19
7395,158,2
7395,159,13
7400,0,0
7400,4,2
7400,7,0
7400,9,6
7400,11,2
7400,17,0
7400,20,0
7400,24,0
7400,30,0
7400,31,5
7400,35,1
7400,38,5
7400,39,0
7400,45,1
7400,48,0
7400,50,0
7400,52,1
7400,54,0
7400,61,7
7400,85,19
7400,94,34
7400,97,0
7400,101,0
7400,107,0
7400,115,0
7400,136,2
7400,138,1
7400,139,0
7400,146,0
7400,147,0
7400,148,0
7401,10,0
7401,13,1
7401,14,0
7401,24,0
7401,25,15
7401,27,0
7401,34,0
7401,45,13
7401,56,35
7401,68,0
7401,70,0
7401,90,1
7401,104,1
7401,108,0
7401,113,2
7401,114,3
7401,117,0
7401,124,0
7401,136,0
7401,147,2
7401,148,1
7401,151,15
7401,153,0
7401,154,1
7401,155,0
7401,159,0
7405,0,0
7405,39,4
7405,59,84
7405,121,11
7406,7,0
7406,17,1
7406,52,0
7406,54,0
7406,59,55
7406,66,2
7406,72,0
7406,84,0
7406,98,0
7406,104,1
7406,107,1
7406,108,3
7406,115,1
7406,116,1
7406,118,0
7406,121,2
7406,129,0
7406,131,1
7406,133,1
7406,134,4
7406,136,1
7406,139,0
7406,141,0
7406,147,17
7407,5,5
7407,39,4
7407,59,58
7407,66,0
7407,107,4
7407,121,8
7407,147,3
7407,150,15
7408,17,0
7408,59,81
7408,71,3
7408,98,0
7408,107,10
7408,131,0
7408,136,1
7408,147,2
7410,7,12
7410,25,2
7410,30,30
7410,39,8
7410,57,3
7410,107,1
7410,140,41
7412,0,0
7412,26,17
7412,30,13
7412,57,10
7412,63,1
7412,129,1
7412,135,26
7412,144,28
7413,3,1
7413,5,2
7413,7,1
7413,11,2
7413,12,9
7413,39,5
7413,54,20
7413,59,1
7413,88,52
7413,119,0
7413,129,0
7413,143,1
7413,146,0
7414,16,0
7414,22,2
7414,33,10
7414,39,4
7414,51,9
7414,54,10
7414,57,5
7414,58,1
7414,59,1
7414,60,11
7414,77,19
7414,101,1
7414,121,6
7414,143,0
7414,149,15
7420,6,3
7420,7,0
7420,10,1
7420,16,2
7420,21,0
7420,22,0
7420,39,3
7420,75,32
7420,80,1
7420,101,0
7420,129,52
7424,42,31
7424,58,17
7424,67,22
7424,143,28
7426,25,46
7426,41,17
7426,56,0
7426,60,16
7426,97,9
7426,102,3
7426,151,5
7427,21,8
7427,25,10
7427,34,0
7427,41,24
7427,51,4
7427,56,7
7427,60,22
7427,82,1
7427,93,0
7427,99,1
7427,136,0
7427,138,16
7427,141,0
7430,29,11
7430,38,76
7430,110,11
7433,140,100
7436,0,2
7436,8,1
7436,17,0
7436,31,0
7436,33,1
7436,48,0
7436,54,0
7436,65,3
7436,67,0
7436,72,7
7436,73,1
7436,76,0
7436,91,0
7436,104,40
7436,114,3
7436,115,0
7436,117,0
7436,121,0
7436,133,0
7436,138,13
7436,147,1
7436,148,17
7436,154,0
7437,22,0
7437,58,1
7437,62,1
7437,65,2
7437,110,25
7437,116,8
7437,135,9
7437,142,42
7437,146,5
7437,151,2
7438,110,80
7438,116,7
7438,142,11
7441,33,47
7441,65,4
7441,76,0
7441,128,2
7441,133,3
7441,135,20
7441,148,4
7441,150,13
7441,156,4
7441,158,0
7442,0,0
7442,25,22
7442,43,0
7442,46,0
7442,51,0
7442,61,7
7442,88,0
7442,93,3
7442,96,0
7442,101,1
7442,109,0
7442,110,1
7442,117,0
7442,138,39
7442,145,8
7442,146,0
7442,151,11
7442,157,0
7444,0,0
7444,5,1
7444,15,4
7444,23,0
7444,24,13
7444,32,0
7444,33,0
7444,45,0
7444,50,6
7444,55,1
7444,86,2
7444,95,0
7444,96,0
7444,113,1
7444,123,1
7444,133,0
7444,138,1
7444,139,0
7444,141,5
7444,142,52
7444,148,4
7449,32,8
7449,39,23
7449,57,3
7449,67,0
7449,98,0
7449,117,1
7449,118,0
7449,139,49
7449,143,1
7449,149,12
7453,9,2
7453,14,1
7453,19,3
7453,21,0
7453,30,1
7453,32,0
7453,38,24
7453,41,19
7453,51,5
7453,61,4
7453,85,4
7453,90,0
7453,105,0
7453,107,21
7453,127,0
7453,131,0
7453,138,4
7453,142,1
7453,147,0
7453,148,3
7453,157,0
7454,4,8
7454,24,13
7454,41,5
7454,44,62
7454,61,3
7454,77,1
7454,110,3
7454,134,0
7459,23,57
7459,28,0
7459,33,4
7459,51,1
7459,78,2
7459,87,0
7459,88,9
7459,92,0
7459,95,0
7459,131,0
7459,135,0
7459,144,19
7459,151,1
7463,23,9
7463,28,0
7463,30,5
7463,33,12
7463,35,0
7463,39,1
7463,57,13
7463,64,2
7463,66,0
7463,71,0
7463,72,10
7463,77,1
7463,78,2
7463,83,2
7463,85,0
7463,89,0
7463,93,0
7463,97,0
7463,103,0
7463,114,1
7463,115,3
7463,128,1
7463,144,23
7463,145,4
7463,149,1
7463,159,0
7465,5,0
7465,14,0
7465,16,0
7465,26,1
7465,27,0
7465,31,0
7465,35,0
7465,38,5
7465,39,25
7465,40,0
7465,44,0
7465,48,0
7465,51,0
7465,58,3
7465,59,0
7465,60,0
7465,63,0
7465,71,0
7465,77,9
7465,88,0
7465,90,0
7465,97,0
7465,107,0
7465,124,0
7465,125,0
7465,129,0
7465,132,0
7465,138,37
7465,140,0
7465,143,1
7465,145,1
7465,146,2
7465,149,0
7465,157,0
7465,158,1
7466,4,100
7467,0,0
7467,12,1
7467,18,0
7467,27,0
7467,33,0
7467,37,0
7467,43,2
7467,48,0
7467,53,0
7467,67,0
7467,71,49
7467,83,1
7467,87,6
7467,100,0
7467,105,0
7467,106,1
7467,113,2
7467,138,25
7467,140,0
7467,143,3
7467,147,0
7467,155,1
7467,158,1
7470,0,0
7470,2,7
7470,10,24
7470,28,5
7470,37,0
7470,44,0
7470,51,0
7470,53,31
7470,66,1
7470,90,0
7470,107,0
7470,115,0
7470,131,0
7470,132,10
7470,134,4
7470,137,1
7470,138,9
7472,0,0
7472,8,0
7472,12,0
7472,16,0
7472,24,1
7472,25,3
7472,34,0
7472,36,0
7472,44,1
7472,45,0
7472,51,0
7472,53,0
7472,58,2
7472,61,0
7472,64,0
7472,68,0
7472,76,0
7472,81,0
7472,84,0
7472,85,0
7472,87,0
7472,94,0
7472,104,0
7472,106,0
7472,108,0
7472,109,0
7472,111,0
7472,115,0
7472,116,4
7472,120,0
7472,121,0
7472,122,0
7472,124,0
7472,128,1
7472,135,0
7472,138,76
7472,141,0
7472,153,0
7472,157,0
7474,10,1
7474,22,14
7474,41,62
7474,60,1
7474,151,18
7474,156,1
7475,1,1
7475,2,3
7475,7,0
7475,10,0
7475,11,1
7475,14,6
7475,20,0
7475,21,6
7475,30,1
7475,31,6
7475,42,0
7475,43,0
7475,46,4
7475,48,0
7475,50,0
7475,54,0
7475,58,0
7475,64,0
7475,70,4
7475,71,0
7475,82,6
7475,97,0
7475,100,3
7475,101,1
7475,102,11
7475,103,0
7475,112,1
7475,116,0
7475,120,0
7475,130,0
7475,131,8
7475,132,0
7475,137,0
7475,138,26
7475,146,1
7475,147,0
7476,10,3
7476,15,12
7476,27,26
7476,29,12
7476,38,46
7477,7,0
7477,29,2
7477,30,8
7477,39,75
7477,64,0
7477,145,12
7477,148,0
7477,154,0
7479,44,2
7479,57,8
7479,62,12
7479,73,33
7479,144,44
7481,44,78
7481,45,21
7483,0,0
7483,5,1
7483,25,1
7483,26,0
7483,31,8
7483,33,26
7483,38,12
7483,58,3
7483,60,12
7483,76,1
7483,145,9
7483,149,21
7483,154,0
7484,23,18
7484,51,3
7484,57,46
7484,63,3
7484,72,1
7484,73,4
7484,135,0
7484,144,22
7486,0,3
7486,2,1
7486,4,0
7486,10,3
7486,14,2
7486,17,0
7486,21,1
7486,22,0
7486,24,1
7486,26,0
7486,29,8
7486,30,0
7486,34,0
7486,35,0
7486,41,7
7486,44,3
7486,46,0
7486,48,1
7486,51,3
7486,55,1
7486,56,0
7486,57,6
7486,61,2
7486,65,1
7486,66,0
7486,78,7
7486,80,2
7486,81,1
7486,87,2
7486,95,0
7486,98,0
7486,100,0
7486,102,2
7486,108,2
7486,109,2
7486,116,2
7486,117,0
7486,118,1
7486,119,0
7486,120,0
7486,125,1
7486,127,1
7486,129,0
7486,131,0
7486,132,0
7486,133,0
7486,138,11
7486,142,0
7486,144,2
7486,146,0
7486,151,0
7489,5,16
7489,7,0
7489,13,1
7489,38,10
7489,41,9
7489,44,9
7489,60,4
7489,65,0
7489,113,40
7489,114,3
7489,119,1
7489,124,2
7490,22,3
7490,24,37
7490,142,25
7490,146,32
7490,148,0
7491,1,1
7491,4,18
7491,41,49
7491,107,1
7491,108,20
7491,142,2
7491,147,0
7491,151,5
7492,65,100
7495,0,7
7495,23,6
7495,57,7
7495,77,16
7495,98,55
7495,129,6
7499,16,48
7499,40,51
7502,4,15
7502,7,0
7502,19,3
7502,23,1
7502,30,4
7502,32,0
7502,38,3
7502,41,0
7502,44,1
7502,47,1
7502,52,4
7502,82,0
7502,102,5
7502,105,2
7502,107,8
7502,108,14
7502,110,7
7502,112,2
7502,116,0
7502,124,0
7502,142,0
7502,151,19
7502,159,0
7504,24,52
7504,38,5
7504,104,2
7504,142,24
7504,146,9
7504,148,4
7504,157,1
7508,14,7
7508,44,1
7508,45,1
7508,52,4
7508,56,0
7508,69,0
7508,70,0
7508,84,0
7508,90,0
7508,91,0
7508,93,37
7508,97,1
7508,104,9
7508,107,1
7508,113,1
7508,117,0
7508,121,0
7508,122,17
7508,133,0
7508,135,2
7508,136,0
7508,138,8
7508,152,0
7508,157,0
7510,4,46
7510,10,0
7510,16,0
7510,30,7
7510,37,1
7510,108,2
7510,110,6
7510,112,10
7510,130,0
7510,138,3
7510,142,9
7510,151,10
7510,155,0
7511,6,12
7511,23,8
7511,30,3
7511,50,2
7511,57,15
7511,77,2
7511,113,2
7511,133,6
7511,135,12
7511,144,20
7511,146,12
7511,156,1
7512,0,0
7512,11,0
7512,13,0
7512,16,4
7512,17,1
7512,27,0
7512,34,1
7512,35,0
7512,39,0
7512,46,1
7512,67,2
7512,71,1
7512,75,1
7512,76,2
7512,82,9
7512,85,1
7512,90,0
7512,95,1
7512,97,1
7512,104,3
7512,113,12
7512,115,2
7512,117,0
7512,131,5
7512,138,18
7512,143,0
7512,146,8
7512,147,1
7512,154,1
7512,155,2
7512,158,8
7512,159,0
7514,3,3
7514,4,3
7514,10,5
7514,11,0
7514,12,6
7514,16,0
7514,23,1
7514,28,9
7514,39,13
7514,54,2
7514,59,6
7514,60,9
7514,79,7
7514,85,4
7514,87,9
7514,94,5
7514,157,1
7514,159,10
7518,11,0
7518,26,1
7518,27,0
7518,32,0
7518,33,3
7518,42,0
7518,44,0
7518,66,0
7518,80,10
7518,87,0
7518,93,0
7518,102,0
7518,113,1
7518,116,6
7518,125,0
7518,127,4
7518,129,11
7518,136,1
7518,142,9
7518,145,45
7518,158,1
7525,3,0
7525,7,1
7525,15,0
7525,16,0
7525,32,0
7525,42,0
7525,44,0
7525,54,0
7525,56,0
7525,61,0
7525,67,0
7525,71,47
7525,73,0
7525,89,0
7525,91,0
7525,113,0
7525,124,1
7525,129,3
7525,130,5
7525,131,0
7525,138,31
7525,157,1
7525,158,2
7530,26,12
7530,30,1
7530,51,76
7530,80,9
7532,0,0
7532,7,5
7532,9,29
7532,23,1
7532,27,10
7532,37,5
7532,38,4
7532,47,1
7532,50,5
7532,55,1
7532,60,1
7532,142,2
7532,148,4
7532,152,27
7534,6,1
7534,25,10
7534,46,11
7534,61,2
7534,74,0
7534,87,10
7534,93,2
7534,96,39
7534,97,3
7534,109,1
7534,123,0
7534,128,12
7534,148,3
7535,2,9
7535,16,0
7535,20,4
7535,31,2
7535,39,0
7535,44,3
7535,54,34
7535,71,0
7535,113,2
7535,130,4
7535,134,0
7535,144,0
7535,149,38
7536,33,2
7536,44,9
7536,57,0
7536,60,4
7536,81,76
7536,146,5
7537,2,2
7537,13,1
7537,14,0
7537,19,0
7537,20,0
7537,26,0
7537,34,0
7537,41,6
7537,46,2
7537,49,0
7537,50,0
7537,55,1
7537,56,0
7537,61,0
7537,63,1
7537,65,1
7537,74,3
7537,77,3
7537,81,0
7537,85,5
7537,91,3
7537,92,0
7537,97,0
7537,103,2
7537,107,0
7537,113,0
7537,122,1
7537,126,0
7537,133,0
7537,135,1
7537,138,35
7537,141,0
7537,153,0
7537,154,19
7537,155,0
7542,1,0
7542,5,0
7542,9,0
7542,10,0
7542,14,0
7542,16,0
7542,23,0
7542,33,24
7542,37,0
7542,46,0
7542,53,0
7542,54,1
7542,55,0
7542,60,1
7542,65,1
7542,70,0
7542,72,2
7542,132,1
7542,138,15
7542,149,43
7542,151,0
7542,155,0
7542,158,2
7543,14,60
7543,22,12
7543,52,14
7543,60,11
7545,2,0
7545,3,0
7545,5,0
7545,14,3
7545,15,0
7545,23,1
7545,26,0
7545,31,3
7545,35,4
7545,36,0
7545,42,0
7545,48,0
7545,53,0
7545,54,0
7545,56,0
7545,57,1
7545,62,1
7545,67,0
7545,73,1
7545,90,0
7545,91,0
7545,95,0
7545,103,1
7545,118,0
7545,138,60
7545,144,4
7545,146,6
7545,148,0
7545,157,4
7546,12,20
7546,23,35
7546,73,1
7546,82,0
7546,83,1
7546,93,16
7546,103,1
7546,109,0
7546,113,1
7546,131,0
7546,146,16
7546,148,0
7546,157,2
7554,0,42
7554,73,57
7554,129,0
7557,1,3
7557,2,4
7557,10,6
7557,15,1
7557,16,0
7557,17,0
7557,18,8
7557,22,0
7557,23,0
7557,30,0
7557,34,0
7557,47,0
7557,49,0
7557,66,1
7557,68,10
7557,70,0
7557,88,0
7557,95,0
7557,101,0
7557,102,0
7557,109,0
7557,125,0
7557,126,0
7557,130,2
7557,132,1
7557,138,53
7557,139,0
7557,142,0
7557,143,0
7557,146,0
7557,148,0
7557,152,0
7558,25,47
7558,33,36
7558,93,2
7558,104,6
7558,156,6
7559,60,46
7559,69,53
7560,0,3
7560,23,13
7560,42,0
7560,62,3
7560,63,69
7560,75,2
7560,88,0
7560,89,0
7560,112,0
7560,134,4
7560,159,0
7561,23,27
7561,26,0
7561,27,5
7561,30,28
7561,57,0
7561,63,1
7561,66,0
7561,77,1
7561,79,0
7561,80,13
7561,118,1
7561,129,14
7561,135,2
7562,0,0
7562,23,56
7562,30,16
7562,80,23
7562,135,2
7566,1,2
7566,4,3
7566,7,28
7566,14,20
7566,19,1
7566,30,2
7566,38,6
7566,41,16
7566,46,2
7566,50,0
7566,52,6
7566,78,3
7566,82,0
7566,90,1
7566,100,1
7566,102,0
7566,107,1
7566,126,0
7567,34,0
7567,37,0
7567,44,0
7567,45,1
7567,76,7
7567,86,0
7567,90,0
7567,95,3
7567,96,7
7567,97,0
7567,130,0
7567,132,0
7567,138,78
7572,0,0
7572,2,1
7572,7,0
7572,13,0
7572,15,0
7572,16,0
7572,22,6
7572,27,0
7572,42,1
7572,46,0
7572,52,0
7572,54,0
7572,59,0
7572,60,6
7572,61,0
7572,71,54
7572,76,0
7572,81,0
7572,89,1
7572,97,0
7572,99,0
7572,117,0
7572,136,7
7572,143,0
7572,149,12
7572,152,0
7573,24,4
7573,110,44
7573,116,8
7573,142,41
7574,30,11
7574,34,0
7574,43,0
7574,54,0
7574,57,14
7574,59,0
7574,64,1
7574,68,0
7574,72,1
7574,75,22
7574,93,8
7574,97,3
7574,107,2
7574,117,0
7574,123,10
7574,124,1
7574,128,2
7574,130,0
7574,135,3
7574,138,8
7574,140,0
7574,144,7
7574,151,0
7576,26,5
7576,57,1
7576,69,69
7576,78,6
7576,122,0
7576,123,0
7576,127,0
7576,129,0
7576,131,0
7576,144,14
7583,7,1
7583,14,14
7583,18,1
7583,31,22
7583,43,1
7583,72,0
7583,73,1
7583,74,0
7583,85,35
7583,94,2
7583,134,11
7583,151,4
7583,157,1
7586,22,1
7586,41,19
7586,47,1
7586,60,4
7586,74,0
7586,78,6
7586,96,1
7586,122,10
7586,135,11
7586,151,40
7586,153,3
7589,25,6
7589,30,0
7589,41,62
7589,47,4
7589,52,7
7589,78,18
7593,2,0
7593,3,6
7593,4,1
7593,5,2
7593,11,16
7593,13,0
7593,16,2
7593,18,0
7593,21,1
7593,31,22
7593,32,1
7593,37,1
7593,39,2
7593,40,1
7593,42,0
7593,44,2
7593,53,0
7593,54,3
7593,55,0
7593,58,0
7593,59,0
7593,66,1
7593,71,2
7593,79,0
7593,88,0
7593,89,0
7593,97,0
7593,100,0
7593,101,0
7593,113,0
7593,115,1
7593,132,5
7593,138,11
7593,146,0
7593,147,3
7593,154,1
7595,5,5
7595,30,2
7595,39,0
7595,42,0
7595,101,91
7596,5,0
7596,6,0
7596,7,0
7596,28,0
7596,37,0
7596,57,39
7596,63,9
7596,97,0
7596,99,3
7596,131,0
7596,138,44
7597,6,0
7597,16,0
7597,20,0
7597,30,1
7597,39,3
7597,58,0
7597,59,1
7597,71,0
7597,138,5
7597,140,5
7597,145,19
7597,155,61
7598,0,1
7598,25,0
7598,33,10
7598,39,15
7598,41,4
7598,51,3
7598,60,6
7598,77,8
7598,101,10
7598,121,38
7602,3,3
7602,10,50
7602,18,1
7602,85,11
7602,94,8
7602,130,4
7602,148,8
7602,159,11
7604,0,0
7604,6,31
7604,146,68
7614,30,0
7614,35,1
7614,37,0
7614,43,0
7614,69,0
7614,70,0
7614,71,46
7614,98,3
7614,136,26
7614,138,13
7614,145,0
7614,148,0
7614,157,5
7614,158,1
7617,4,39
7617,11,4
7617,24,5
7617,41,2
7617,44,0
